date,year,month,region,satellite,time_of_day,layer,image_path,avg_warmth_score,monthly_baseline,anomaly_score,max_warmth_score,warm_area_percent,valid_pixel_count,warmth_rank
2021-10-01,2021,10,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2021_10_01.png,0.09791173785924911,0.26137334968867576,-0.16346161182942665,1.0,49.977545246328646,356272,12
2021-11-01,2021,11,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2021_11_01.png,-0.054198216646909714,0.051222981311953984,-0.1054211979588637,1.0,40.32406952764411,356405,10
2021-12-01,2021,12,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2021_12_01.png,-0.29832515120506287,-0.21521515198625052,-0.08310999921881235,1.0,21.073200102413182,355423,10
2022-01-01,2022,1,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2022_01_01.png,-0.4431230127811432,-0.38516764228160566,-0.05795537049953753,1.0,6.835186830869635,356713,10
2022-02-01,2022,2,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2022_02_01.png,-0.4541226625442505,-0.4260466545820236,-0.028076007962226868,0.7333333492279053,6.096698311821739,356242,9
2022-03-01,2022,3,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2022_03_01.png,-0.48551103472709656,-0.4135588865195002,-0.07195214820759638,1.0,2.614377248201439,355840,11
2022-04-01,2022,4,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2022_04_01.png,-0.42997443675994873,-0.3640623262950352,-0.06591211046491352,1.0,5.99097356544165,348975,10
2022-05-01,2022,5,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2022_05_01.png,-0.39951175451278687,-0.285959963287626,-0.11355179122516085,1.0,7.055170236906987,351657,13
2022-06-01,2022,6,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2022_06_01.png,-0.14514119923114777,-0.18348308323094478,0.038341883999797016,1.0,35.35426596859822,353929,5
2022-07-01,2022,7,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2022_07_01.png,0.12437903881072998,0.12451336767324912,-0.00013432886251914244,1.0,56.21359470792918,313828,6
2022-08-01,2022,8,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2022_08_01.png,0.4657871127128601,0.34627392661890816,0.11951318609395195,1.0,75.36020607467377,353270,5
2023-02-01,2023,2,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2023_02_01.png,-0.4751615822315216,-0.4260466545820236,-0.049114927649497986,0.6470588445663452,3.205072429191729,356279,10
2023-03-01,2023,3,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2023_03_01.png,-0.47296932339668274,-0.4135588865195002,-0.05941043687718256,1.0,2.763490146954449,353647,9
2023-04-01,2023,4,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2023_04_01.png,-0.45493176579475403,-0.3640623262950352,-0.09086943949971882,1.0,5.696600245482361,340554,13
2023-05-01,2023,5,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2023_05_01.png,-0.3802298903465271,-0.285959963287626,-0.09426992705890108,1.0,13.184843173300273,350865,10
2023-07-01,2023,7,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2023_07_01.png,0.09085693955421448,0.12451336767324912,-0.033656428119034645,1.0,53.72440046342675,344391,10
2023-08-01,2023,8,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2023_08_01.png,0.4896239638328552,0.34627392661890816,0.14335003721394707,1.0,81.61664864681755,354239,4
2023-09-01,2023,9,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2023_09_01.png,0.5400554537773132,0.3806392456440685,0.15941620813324475,1.0,81.25386585314655,357295,5
2023-10-01,2023,10,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2023_10_01.png,0.3304661512374878,0.26137334968867576,0.06909280154881203,1.0,66.18949533681942,357803,4
2023-11-01,2023,11,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2023_11_01.png,0.1836300641298294,0.051222981311953984,0.13240708281787542,1.0,57.211729372088215,357598,3
2023-12-01,2023,12,California Coast,Terra,Day,MODIS_Terra_L3_SST_Thermal_4km_Day_Monthly,modis_sst_images/california_coast_terra_day_2023_12_01.png,-0.12119527161121368,-0.21521515198625052,0.09401988037503684,1.0,38.096865458416204,356990,4
2010-01-01,2010,1,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2010_01_01.png,-0.36925968527793884,-0.3976911019820433,0.028431416704104484,1.0,14.18119494823202,355915,4
2010-02-01,2010,2,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2010_02_01.png,-0.4521215260028839,-0.4394180817263467,-0.01270344427653719,1.0,6.2303770973295975,355452,6
2010-03-01,2010,3,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2010_03_01.png,-0.46410003304481506,-0.4370488705379622,-0.027051162506852855,0.8156862854957581,3.2625597161182207,355641,7
2010-04-01,2010,4,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2010_04_01.png,-0.45878514647483826,-0.39147293141910006,-0.0673122150557382,1.0,5.407517123335797,355801,11
2010-05-01,2010,5,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2010_05_01.png,-0.39792537689208984,-0.3171150875943048,-0.08081028929778505,1.0,8.342774138549892,356608,10
2010-06-01,2010,6,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2010_06_01.png,-0.36973798274993896,-0.21172600558825902,-0.15801197716167995,1.0,13.217214121686032,305261,14
2010-07-01,2010,7,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2010_07_01.png,-0.026066012680530548,0.11473061197570392,-0.14079662465623446,1.0,44.66426895817907,321418,12
2010-08-01,2010,8,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2010_08_01.png,0.016719941049814224,0.33113935004387585,-0.3144194089940616,1.0,47.78141223779372,333230,14
2010-09-01,2010,9,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2010_09_01.png,-0.0238620825111866,0.3744739347270557,-0.3983360172382423,1.0,46.17130583693728,344530,14
2010-10-01,2010,10,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2010_10_01.png,-0.0598602294921875,0.23466528264375833,-0.2945255121359458,1.0,38.90537606660197,356506,13
2010-11-01,2010,11,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2010_11_01.png,-0.16432702541351318,0.029218495823442936,-0.19354552123695612,1.0,31.944467873348962,355686,13
2010-12-01,2010,12,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2010_12_01.png,-0.4204736351966858,-0.23449445902728117,-0.18597917616940463,1.0,9.44128152031011,354454,12
2011-01-01,2011,1,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2011_01_01.png,-0.49847811460494995,-0.3976911019820433,-0.10078701262290662,0.4274509847164154,2.6877115133472818,356065,12
2011-02-01,2011,2,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2011_02_01.png,-0.5314764380455017,-0.4394180817263467,-0.09205835631915499,0.34117648005485535,1.345096823293965,354770,12
2011-03-01,2011,3,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2011_03_01.png,-0.5110889673233032,-0.4370488705379622,-0.07404009678534101,0.6901960968971252,1.1957237818687672,353677,12
2011-04-01,2011,4,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2011_04_01.png,-0.4412340819835663,-0.39147293141910006,-0.04976115056446623,1.0,6.628212116273974,355918,9
2011-05-01,2011,5,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2011_05_01.png,-0.4169713854789734,-0.3171150875943048,-0.0998562978846686,1.0,8.41698559823888,356137,12
2011-06-01,2011,6,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2011_06_01.png,-0.36363857984542847,-0.21172600558825902,-0.15191257425716945,1.0,13.395467357820422,343773,13
2011-07-01,2011,7,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2011_07_01.png,-0.206105038523674,0.11473061197570392,-0.3208356504993779,1.0,34.14691807076735,296097,14
2011-08-01,2011,8,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2011_08_01.png,0.04976917430758476,0.33113935004387585,-0.2813701757362911,1.0,52.19876402005964,329617,13
2011-09-01,2011,9,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2011_09_01.png,0.1403794288635254,0.3744739347270557,-0.2340945058635303,1.0,52.90173034649697,350739,12
2011-10-01,2011,10,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2011_10_01.png,0.07954735308885574,0.23466528264375833,-0.15511792955490258,1.0,50.83710565778594,356765,11
2011-11-01,2011,11,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2011_11_01.png,-0.18886832892894745,0.029218495823442936,-0.21808682475239038,1.0,29.68024312000248,355051,14
2011-12-01,2011,12,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2011_12_01.png,-0.45288071036338806,-0.23449445902728117,-0.2183862513361069,0.6901960968971252,6.217122206179125,355293,13
2012-01-01,2012,1,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2012_01_01.png,-0.5348120331764221,-0.3976911019820433,-0.1371209311943788,0.34117648005485535,0.6615809103579026,354454,13
2012-02-01,2012,2,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2012_02_01.png,-0.5411183834075928,-0.4394180817263467,-0.10170030168124605,0.34117648005485535,0.6491295698637306,355399,14
2012-03-01,2012,3,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2012_03_01.png,-0.5317859649658203,-0.4370488705379622,-0.0947370944278581,0.6470588445663452,0.22041336631578357,356149,14
2012-04-01,2012,4,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2012_04_01.png,-0.48844537138938904,-0.39147293141910006,-0.09697243997028898,1.0,3.696779437732993,356770,14
2012-05-01,2012,5,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2012_05_01.png,-0.3633679449558258,-0.3171150875943048,-0.046252857361521016,1.0,14.034335127324452,354331,9
2012-06-01,2012,6,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2012_06_01.png,-0.2984403669834137,-0.21172600558825902,-0.08671436139515468,1.0,21.305021462497777,354339,10
2012-07-01,2012,7,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2012_07_01.png,-0.17411403357982635,0.11473061197570392,-0.28884464555553024,1.0,34.06497958850007,195723,13
2012-08-01,2012,8,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2012_08_01.png,0.07222386449575424,0.33113935004387585,-0.2589154855481216,1.0,46.03441709983693,307231,12
2012-09-01,2012,9,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2012_09_01.png,0.04068726673722267,0.3744739347270557,-0.33378666798983303,1.0,45.18341178380133,345016,13
2012-10-01,2012,10,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2012_10_01.png,0.09454996883869171,0.23466528264375833,-0.14011531380506662,1.0,50.40363043149214,356762,10
2012-11-01,2012,11,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2012_11_01.png,-0.04963678866624832,0.029218495823442936,-0.07885528448969126,1.0,39.10989697334586,355442,10
2012-12-01,2012,12,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2012_12_01.png,-0.2677963972091675,-0.23449445902728117,-0.033301938181886315,1.0,22.730959584029417,351371,8
2013-01-01,2013,1,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2013_01_01.png,-0.4737851023674011,-0.3976911019820433,-0.0760940003853578,0.6470588445663452,2.5633928520993496,354062,11
2013-02-01,2013,2,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2013_02_01.png,-0.5387804508209229,-0.4394180817263467,-0.09936236909457613,0.34117648005485535,0.26957712820213914,343130,13
2013-03-01,2013,3,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2013_03_01.png,-0.5051268935203552,-0.4370488705379622,-0.06807802298239302,0.6470588445663452,0.700688846217831,354651,11
2013-04-01,2013,4,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2013_04_01.png,-0.41851675510406494,-0.39147293141910006,-0.027043823684964885,1.0,6.779713333258505,356372,7
2013-05-01,2013,5,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2013_05_01.png,-0.3385908305644989,-0.3171150875943048,-0.02147574297019411,1.0,15.594116359595711,356378,8
2013-06-01,2013,6,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2013_06_01.png,-0.2634817361831665,-0.21172600558825902,-0.051755730594907484,1.0,23.29068266606944,339346,8
2013-07-01,2013,7,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2013_07_01.png,0.17157679796218872,0.11473061197570392,0.056846185986484804,1.0,60.166572269523954,323103,5
2013-08-01,2013,8,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2013_08_01.png,0.2709166705608368,0.33113935004387585,-0.060222679483039054,1.0,60.87439588301162,344718,10
2013-09-01,2013,9,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2013_09_01.png,0.4646981656551361,0.3744739347270557,0.0902242309280804,1.0,74.91660078829776,356718,7
2013-10-01,2013,10,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2013_10_01.png,0.16192170977592468,0.23466528264375833,-0.07274357286783364,1.0,56.45336453869662,356349,9
2013-11-01,2013,11,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2013_11_01.png,-0.07693188637495041,0.029218495823442936,-0.10615038219839334,1.0,39.18960613489361,356518,12
2013-12-01,2013,12,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2013_12_01.png,-0.31807741522789,-0.23449445902728117,-0.08358295620060885,1.0,18.990667107830273,350588,10
2014-01-01,2014,1,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2014_01_01.png,-0.38947027921676636,-0.3976911019820433,0.00822082276527697,0.8980392217636108,12.097869522270114,356352,6
2014-02-01,2014,2,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2014_02_01.png,-0.41631704568862915,-0.4394180817263467,0.02310103603771757,0.8980392217636108,9.035875635622368,356147,4
2014-03-01,2014,3,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2014_03_01.png,-0.363631933927536,-0.4370488705379622,0.0734169366104262,1.0,15.539589327679717,356586,3
2014-04-01,2014,4,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2014_04_01.png,-0.37073376774787903,-0.39147293141910006,0.020739163671221028,1.0,13.265841096996493,356683,6
2014-05-01,2014,5,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2014_05_01.png,-0.17008565366268158,-0.3171150875943048,0.1470294339316232,1.0,32.31643550254715,356673,1
2014-06-01,2014,6,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2014_06_01.png,-0.10402926057577133,-0.21172600558825902,0.10769674501248769,1.0,38.029117761071674,314722,3
2014-07-01,2014,7,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2014_07_01.png,0.2991302013397217,0.11473061197570392,0.18439958936401776,1.0,64.64812118873473,342078,2
2014-08-01,2014,8,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2014_08_01.png,0.48815757036209106,0.33113935004387585,0.15701822031821522,1.0,76.71434480779133,355369,3
2014-09-01,2014,9,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2014_09_01.png,0.5651375651359558,0.3744739347270557,0.1906636304089001,1.0,79.34082836927035,357570,3
2014-10-01,2014,10,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2014_10_01.png,0.505346953868866,0.23466528264375833,0.27068167122510767,1.0,74.83219406609058,356662,1
2014-11-01,2014,11,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2014_11_01.png,0.24509108066558838,0.029218495823442936,0.21587258484214544,1.0,60.56528119554756,356389,1
2014-12-01,2014,12,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2014_12_01.png,0.02751934714615345,-0.23449445902728117,0.2620138061734346,1.0,46.876754001930806,356328,1
2015-01-01,2015,1,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2015_01_01.png,-0.20815084874629974,-0.3976911019820433,0.18954025323574358,1.0,29.51522686641726,356311,1
2015-02-01,2015,2,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2015_02_01.png,-0.2202664613723755,-0.4394180817263467,0.21915162035397123,0.9882352948188782,28.127898667488687,356845,1
2015-03-01,2015,3,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2015_03_01.png,-0.20783568918704987,-0.4370488705379622,0.22921318135091234,1.0,30.650819267926387,356904,1
2015-04-01,2015,4,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2015_04_01.png,-0.2295515537261963,-0.39147293141910006,0.16192137769290377,1.0,27.957664364516997,356768,1
2015-05-01,2015,5,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2015_05_01.png,-0.17930354177951813,-0.3171150875943048,0.13781154581478666,1.0,32.16888036469069,355589,2
2015-06-01,2015,6,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2015_06_01.png,0.026328686624765396,-0.21172600558825902,0.23805469221302442,1.0,48.04298996332205,351710,1
2015-07-01,2015,7,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2015_07_01.png,0.4228760004043579,0.11473061197570392,0.308145388428654,1.0,71.09096668040151,356757,1
2015-08-01,2015,8,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2015_08_01.png,0.6163224577903748,0.33113935004387585,0.2851831077464989,1.0,82.4176193020192,357517,1
2015-09-01,2015,9,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2015_09_01.png,0.571148157119751,0.3744739347270557,0.19667422239269527,1.0,79.33648253982477,357127,2
2015-10-01,2015,10,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2015_10_01.png,0.4927021265029907,0.23466528264375833,0.2580368438592324,1.0,73.42726475835202,357069,2
2015-11-01,2015,11,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2015_11_01.png,0.2127094268798828,0.029218495823442936,0.18349093105643988,1.0,56.50565776631442,355529,2
2015-12-01,2015,12,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2015_12_01.png,-0.0982961356639862,-0.23449445902728117,0.13619832336329496,1.0,38.32970942874086,354130,2
2016-01-01,2016,1,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2016_01_01.png,-0.31613603234291077,-0.3976911019820433,0.08155506963913256,1.0,18.50119004465126,355869,3
2016-02-01,2016,2,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2016_02_01.png,-0.3384507894515991,-0.4394180817263467,0.1009672922747476,0.9882352948188782,16.537887040801426,356164,3
2016-03-01,2016,3,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2016_03_01.png,-0.32502248883247375,-0.4370488705379622,0.11202638170548845,1.0,19.3145342312009,356400,2
2016-04-01,2016,4,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2016_04_01.png,-0.2599886357784271,-0.39147293141910006,0.13148429564067293,1.0,24.20191003553294,356852,2
2016-05-01,2016,5,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2016_05_01.png,-0.2659275233745575,-0.3171150875943048,0.051187564219747295,1.0,24.137051068853633,356597,6
2016-06-01,2016,6,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2016_06_01.png,-0.051749441772699356,-0.21172600558825902,0.15997656381555966,1.0,42.16350680927016,355765,2
2016-07-01,2016,7,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2016_07_01.png,0.2451269030570984,0.11473061197570392,0.13039629108139447,1.0,60.60124572786463,354331,3
2016-08-01,2016,8,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2016_08_01.png,0.33167263865470886,0.33113935004387585,0.0005332886108330159,1.0,64.5868847104798,349043,8
2016-09-01,2016,9,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2016_09_01.png,0.30500879883766174,0.3744739347270557,-0.06946513588939396,1.0,61.77542334815613,356208,9
2016-10-01,2016,10,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2016_10_01.png,0.20988807082176208,0.23466528264375833,-0.024777211821996242,1.0,58.53599051354147,356719,8
2016-11-01,2016,11,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2016_11_01.png,0.08075042068958282,0.029218495823442936,0.05153192486613989,1.0,51.78741792468713,356380,5
2016-12-01,2016,12,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2016_12_01.png,-0.2785491347312927,-0.23449445902728117,-0.04405467570401156,1.0,23.952072151391498,354366,9
2017-01-01,2017,1,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2017_01_01.png,-0.4052307605743408,-0.3976911019820433,-0.0075396585922974935,0.8156862854957581,10.536338116909784,355522,8
2017-02-01,2017,2,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2017_02_01.png,-0.4249902069568634,-0.4394180817263467,0.014427874769483318,0.6901960968971252,9.506654629941448,353363,5
2017-03-01,2017,3,California Coast,Terra,Night,MODIS_Terra_L3_SST_Thermal_4km_Night_Monthly,modis_sst_images/california_coast_terra_night_2017_03_01.png,-0.39045968651771545,-0.4370488705379622,0.046589184020246754,1.0,11.235806447074053,355355,4
